C2,AUDUSD,EURUSD,GBPUSD,NZDUSD,USDCAD,USDCHF,USDJPY
40182.25,0.89842,1.43061,1.6109,0.724,1.05055,1.03613,93.06
40182.26042,0.89942,1.43165,1.61235,0.7243,1.0501,1.0359,93.06
40182.27083,0.89912,1.43211,1.61155,0.72468,1.0475,1.0349,93.05
40182.28125,0.89937,1.43244,1.61205,0.72482,1.04675,1.0347,92.92
40182.29167,0.89932,1.43287,1.61295,0.72489,1.04795,1.03485,92.905
40182.30208,0.89893,1.43223,1.613,0.72441,1.04725,1.035,92.825
40182.3125,0.89831,1.43262,1.61405,0.7241,1.04715,1.03485,92.755
40182.32292,0.89713,1.43141,1.61375,0.72355,1.04715,1.0361,92.735
40182.33333,0.89688,1.42894,1.61065,0.7228,1.04835,1.03725,92.855
40182.34375,0.89748,1.4312,1.61295,0.72265,1.0477,1.03455,92.795
40182.35417,0.89671,1.43001,1.61225,0.72165,1.0484,1.03635,92.94
40182.36458,0.89641,1.42886,1.612,0.7215,1.04965,1.03745,92.9
40182.375,0.89551,1.42841,1.6115,0.72115,1.0504,1.03805,92.91
40182.38542,0.89591,1.42797,1.61135,0.72075,1.05015,1.038,92.955
40182.39583,0.89416,1.42617,1.60965,0.71975,1.0514,1.0394,93.05
40182.40625,0.89511,1.42693,1.609,0.71995,1.0496,1.03915,92.975
40182.41667,0.89661,1.42858,1.60985,0.72105,1.0471,1.0376,92.89
40182.42708,0.89521,1.42785,1.60995,0.7204,1.04705,1.0375,92.88
40182.4375,0.89546,1.42842,1.6104,0.7201,1.0462,1.0375,92.88
40182.44792,0.89618,1.42941,1.6111,0.7207,1.04525,1.037,92.87
40182.45833,0.89601,1.42874,1.61025,0.72025,1.0456,1.037,92.88
40182.46875,0.89561,1.42814,1.6092,0.71965,1.0466,1.03785,92.9
40182.47917,0.89541,1.42742,1.6078,0.7198,1.04755,1.03805,92.84
40182.48958,0.89641,1.42832,1.60885,0.72045,1.04675,1.0373,92.75
40182.5,0.89664,1.42885,1.60875,0.72105,1.0467,1.03715,92.76
40182.51042,0.89681,1.42897,1.6091,0.7209,1.04645,1.0366,92.77
40182.52083,0.89708,1.42951,1.60955,0.72107,1.04605,1.03655,92.76
40182.53125,0.89686,1.42889,1.60905,0.72085,1.04625,1.03715,92.74
40182.54167,0.89711,1.42934,1.609,0.72115,1.04585,1.03665,92.76
40182.55208,0.89756,1.42945,1.6098,0.72145,1.04555,1.0363,92.76
40182.5625,0.89826,1.43044,1.6096,0.722,1.04535,1.0357,92.825
40182.57292,0.89776,1.42987,1.60945,0.7219,1.0454,1.036,92.87
40182.58333,0.89801,1.43063,1.6103,0.7215,1.046,1.0353,92.8
40182.59375,0.89726,1.42882,1.609,0.7216,1.0476,1.0372,92.9
40182.60417,0.89761,1.42913,1.60875,0.7219,1.0474,1.03745,92.935
40182.61458,0.89826,1.42944,1.60875,0.72185,1.04715,1.037,93.045
40182.625,0.89814,1.42819,1.6083,0.72165,1.0475,1.0389,93.06
40182.63542,0.89906,1.42809,1.6074,0.7218,1.04785,1.04105,93.06
40182.64583,0.89871,1.42814,1.60785,0.7216,1.04795,1.0406,93.15
40182.65625,0.90046,1.43028,1.60975,0.7233,1.0466,1.0389,93.035
40182.66667,0.90251,1.43205,1.61415,0.72535,1.0436,1.03675,92.915
40182.67708,0.90141,1.43015,1.61275,0.72445,1.0444,1.0387,92.96
40182.6875,0.90316,1.4318,1.6149,0.7256,1.0432,1.03825,92.905
40182.69792,0.90376,1.43337,1.61515,0.72625,1.0408,1.0372,92.85
40182.70833,0.90356,1.43416,1.61605,0.7256,1.0416,1.03705,92.825
40182.71875,0.90356,1.43511,1.61685,0.72525,1.04165,1.0366,92.815
40182.72917,0.9051,1.43744,1.61855,0.7265,1.0403,1.0342,92.79
40182.73958,0.90541,1.43921,1.62045,0.7266,1.04005,1.03335,92.8
40182.75,0.90608,1.43901,1.62295,0.7273,1.03905,1.03345,92.805
40182.76042,0.90501,1.43815,1.6208,0.7274,1.0399,1.0341,92.825
40182.77083,0.90452,1.43808,1.6197,0.7285,1.04005,1.03415,92.84
40182.78125,0.90441,1.4376,1.6175,0.72745,1.04,1.03515,92.935
40182.79167,0.90561,1.43962,1.62135,0.7279,1.03905,1.0341,92.825
40182.80208,0.90541,1.44025,1.62115,0.72765,1.03875,1.03295,92.8
40182.8125,0.90561,1.43964,1.6212,0.72805,1.03835,1.03365,92.805
40182.82292,0.90561,1.43885,1.62205,0.72875,1.03795,1.0338,92.795
40182.83333,0.90552,1.43984,1.61845,0.72845,1.03835,1.033,92.85
40182.84375,0.90601,1.44008,1.61525,0.7281,1.03925,1.03295,92.86
40182.85417,0.90591,1.43964,1.6161,0.72795,1.03915,1.0328,92.89
40182.86458,0.90576,1.43954,1.6147,0.7281,1.04035,1.0328,92.855
40182.875,0.90576,1.43867,1.6144,0.7279,1.0392,1.0334,92.855
40182.88542,0.90681,1.43951,1.6158,0.72845,1.03915,1.0327,92.825
40182.89583,0.90822,1.44216,1.61695,0.7291,1.0382,1.03095,92.625
40182.90625,0.90805,1.44205,1.6162,0.7288,1.03995,1.031,92.64
40182.91667,0.90852,1.44354,1.61755,0.72995,1.03885,1.02935,92.535
40182.92708,0.90868,1.44372,1.619,0.73025,1.03935,1.0288,92.54
40182.9375,0.90876,1.44236,1.61565,0.73035,1.039,1.0297,92.66
40182.94792,0.90785,1.44254,1.6164,0.72995,1.03985,1.02985,92.605
40182.95833,0.90941,1.4421,1.6167,0.73115,1.0384,1.0298,92.575
40182.96875,0.91061,1.44177,1.6143,0.7321,1.03845,1.0304,92.38
40182.97917,0.91267,1.4444,1.6135,0.73285,1.03615,1.02865,92.245
40182.98958,0.91351,1.44369,1.61195,0.7337,1.03535,1.0278,92.35
40183,0.91257,1.44253,1.6105,0.73285,1.0361,1.0278,92.43
40183.01042,0.91326,1.44255,1.6102,0.7332,1.03875,1.02865,92.525
40183.02083,0.91331,1.4424,1.61245,0.7336,1.0377,1.0286,92.5
40183.03125,0.91313,1.44163,1.61065,0.73245,1.0377,1.02935,92.555
40183.04167,0.91251,1.44156,1.61165,0.73235,1.03825,1.0294,92.585
40183.05208,0.91247,1.44148,1.612,0.73245,1.03875,1.0294,92.66
40183.0625,0.91249,1.4414,1.61215,0.7327,1.03875,1.02935,92.62
40183.07292,0.91209,1.44142,1.61255,0.73225,1.0395,1.0291,92.685
40183.08333,0.91231,1.44159,1.6126,0.73255,1.04055,1.02915,92.615
40183.09375,0.91263,1.44199,1.61125,0.7333,1.04085,1.0291,92.615
40183.10417,0.91277,1.44221,1.6111,0.73355,1.04025,1.02905,92.605
40183.11458,0.91243,1.4411,1.60975,0.73435,1.04075,1.0295,92.605
40183.125,0.91261,1.44205,1.61085,0.73465,1.0414,1.02875,92.53
40183.13542,0.91233,1.4424,1.61095,0.73445,1.0408,1.02845,92.53
40183.14583,0.91137,1.44197,1.61075,0.7338,1.04125,1.0289,92.58
40183.15625,0.91134,1.44107,1.60925,0.7335,1.0422,1.0293,92.59
40183.16667,0.91181,1.44152,1.60965,0.73375,1.04145,1.02925,92.56
40183.17708,0.91241,1.44184,1.6099,0.73395,1.04125,1.02925,92.54
40183.1875,0.91251,1.44202,1.60975,0.7342,1.04155,1.02925,92.545
40183.19792,0.91246,1.44105,1.61005,0.7339,1.04145,1.0298,92.58
40183.20833,0.91261,1.44095,1.60925,0.7339,1.04145,1.0299,92.565
40183.21875,0.91312,1.4408,1.6088,0.73387,1.04155,1.0299,92.56
40183.22917,0.91331,1.44077,1.6087,0.7342,1.04165,1.03015,92.515
40183.23958,0.91258,1.4412,1.6082,0.7341,1.04155,1.02975,92.495
40183.25,0.91264,1.44139,1.6094,0.73425,1.0407,1.0295,92.525
40183.26042,0.91261,1.44152,1.6095,0.7344,1.0412,1.02955,92.48
40183.27083,0.91196,1.44153,1.60935,0.73395,1.04158,1.02955,92.395
40183.28125,0.91216,1.44109,1.609,0.7341,1.04155,1.02995,92.41
40183.29167,0.91201,1.44079,1.60895,0.73375,1.0417,1.03,92.455
40183.30208,0.91236,1.44157,1.6101,0.734,1.04135,1.02942,92.5
40183.3125,0.91196,1.44154,1.6102,0.73385,1.04145,1.0295,92.445
40183.32292,0.91239,1.44244,1.61125,0.7341,1.04105,1.02915,92.475
40183.33333,0.91507,1.44286,1.6128,0.7349,1.0396,1.0286,92.405
40183.34375,0.91429,1.44253,1.6121,0.7345,1.04035,1.02895,92.475
40183.35417,0.91416,1.44208,1.612,0.7347,1.04035,1.0289,92.37
40183.36458,0.91401,1.44172,1.61055,0.7359,1.0404,1.0292,92.36
40183.375,0.91308,1.44242,1.60755,0.7343,1.03995,1.02785,92.27
40183.38542,0.91231,1.44179,1.60705,0.7329,1.04075,1.02835,92.265
40183.39583,0.91301,1.44225,1.60825,0.73325,1.04055,1.0282,92.27
40183.40625,0.91306,1.44188,1.60785,0.7337,1.03965,1.0282,92.265
40183.41667,0.91181,1.44088,1.6079,0.73285,1.0405,1.02885,92.25
40183.42708,0.91246,1.44126,1.60875,0.73305,1.03995,1.0288,92.255
40183.4375,0.91211,1.44071,1.6084,0.7326,1.0404,1.0291,92.235
40183.44792,0.91228,1.44099,1.60935,0.733,1.03935,1.02885,92.24
40183.45833,0.91266,1.44162,1.6095,0.73345,1.03895,1.02865,92.21
40183.46875,0.91296,1.44208,1.60915,0.73315,1.03865,1.0287,92.16
40183.47917,0.91226,1.44185,1.60845,0.7326,1.03925,1.02885,92.145
40183.48958,0.91231,1.44213,1.60865,0.73275,1.0393,1.02875,92.15
40183.5,0.91232,1.44205,1.6086,0.73235,1.03935,1.0289,92.16
40183.51042,0.91251,1.44265,1.61015,0.7326,1.0389,1.02835,92.02
40183.52083,0.91366,1.44333,1.61005,0.7334,1.0383,1.02795,91.91
40183.53125,0.91311,1.44263,1.60865,0.73325,1.03915,1.0286,91.695
40183.54167,0.91328,1.44242,1.6093,0.73355,1.0392,1.0288,91.76
40183.55208,0.91288,1.44233,1.60935,0.7335,1.03975,1.0288,91.82
40183.5625,0.91396,1.4437,1.61095,0.73445,1.0389,1.02775,91.815
40183.57292,0.91431,1.44614,1.61325,0.73545,1.03775,1.0265,91.68
40183.58333,0.91401,1.44561,1.61205,0.73445,1.0376,1.02725,91.75
40183.59375,0.91383,1.44534,1.61295,0.73415,1.0382,1.02775,91.74
40183.60417,0.91416,1.4456,1.6141,0.7348,1.03765,1.02745,91.775
40183.61458,0.91533,1.44738,1.6151,0.73545,1.0365,1.0263,91.69
40183.625,0.91471,1.44615,1.61255,0.7353,1.03645,1.02735,91.76
40183.63542,0.91406,1.44588,1.6137,0.7349,1.0374,1.0277,91.86
40183.64583,0.91431,1.4453,1.61175,0.7353,1.0371,1.0279,91.87
40183.65625,0.91336,1.44508,1.6099,0.7341,1.03785,1.0278,91.885
40183.66667,0.91188,1.44278,1.6079,0.7329,1.03865,1.0298,91.975
40183.67708,0.91123,1.4425,1.60435,0.733,1.0392,1.02985,91.995
40183.6875,0.91171,1.44175,1.60385,0.73375,1.03945,1.0303,91.935
40183.69792,0.914,1.44172,1.60435,0.73455,1.03895,1.03015,91.92
40183.70833,0.91396,1.44285,1.60655,0.73515,1.0373,1.0295,91.925
40183.71875,0.91403,1.44274,1.60775,0.7352,1.03765,1.029,91.955
40183.72917,0.91536,1.44264,1.60505,0.73575,1.03765,1.02845,91.87
40183.73958,0.91523,1.44303,1.60505,0.7363,1.0377,1.02835,91.875
40183.75,0.91481,1.44229,1.6043,0.73505,1.0376,1.029,91.88
40183.76042,0.91516,1.44343,1.6037,0.7363,1.03765,1.02865,91.875
40183.77083,0.91516,1.44264,1.6015,0.73595,1.0379,1.0292,91.91
40183.78125,0.91384,1.44172,1.6001,0.7352,1.03835,1.02955,91.935
40183.79167,0.91444,1.44173,1.60085,0.73505,1.03815,1.0301,92.015
40183.80208,0.91401,1.44117,1.6006,0.7344,1.0377,1.0307,92.08
40183.8125,0.91466,1.44203,1.6012,0.73555,1.03605,1.0302,92.075
40183.82292,0.91436,1.44167,1.60125,0.7356,1.0363,1.03055,92.1
40183.83333,0.91471,1.44214,1.6016,0.73575,1.03565,1.0301,92.035
40183.84375,0.91557,1.4432,1.6026,0.7366,1.0348,1.02955,92.045
40183.85417,0.91664,1.44502,1.60525,0.73895,1.03375,1.0281,91.84
40183.86458,0.91551,1.44365,1.60365,0.73695,1.03585,1.029,91.935
40183.875,0.91581,1.44404,1.60375,0.73655,1.0352,1.02835,91.775
40183.88542,0.91561,1.44333,1.6029,0.737,1.03625,1.02915,91.765
40183.89583,0.91472,1.44285,1.60095,0.7358,1.03675,1.0295,91.74
40183.90625,0.91331,1.44259,1.60375,0.7346,1.03765,1.0301,91.76
40183.91667,0.91381,1.44253,1.6032,0.7349,1.03695,1.03065,91.665
40183.92708,0.91216,1.44133,1.60375,0.7338,1.0381,1.03085,91.665
40183.9375,0.91189,1.43935,1.6032,0.734,1.03855,1.03225,91.64
40183.94792,0.91284,1.44029,1.6045,0.7351,1.03765,1.0316,91.35
40183.95833,0.91287,1.44124,1.6041,0.73575,1.03715,1.03135,91.48
40183.96875,0.91366,1.44244,1.6058,0.7364,1.0372,1.03065,91.52
40183.97917,0.91376,1.44187,1.6042,0.73635,1.0373,1.0314,91.625
40183.98958,0.91444,1.44145,1.6031,0.737,1.0366,1.031,91.535
40184,0.91511,1.44137,1.60395,0.7365,1.03625,1.0312,91.57
40184.01042,0.91281,1.43969,1.60155,0.73315,1.0379,1.0319,91.505
40184.02083,0.91286,1.43949,1.59945,0.73395,1.03845,1.03245,91.57
40184.03125,0.91414,1.43989,1.6007,0.73545,1.0371,1.0323,91.485
40184.04167,0.91361,1.43945,1.5999,0.73505,1.03765,1.03245,91.54
40184.05208,0.91286,1.43866,1.59965,0.73465,1.0383,1.0328,91.48
40184.0625,0.91251,1.43914,1.59915,0.7345,1.03805,1.03235,91.505
40184.07292,0.91246,1.43901,1.6003,0.73465,1.03775,1.0322,91.56
40184.08333,0.91181,1.43807,1.59695,0.73405,1.03809,1.03305,91.535
40184.09375,0.91141,1.43734,1.5974,0.7335,1.0392,1.03365,91.51
40184.10417,0.911,1.43555,1.5968,0.7333,1.03955,1.03555,91.63
40184.11458,0.91071,1.43628,1.5975,0.73327,1.03985,1.0347,91.585
40184.125,0.91021,1.43529,1.5984,0.73235,1.04015,1.03475,91.685
40184.13542,0.91031,1.43606,1.5988,0.7327,1.0402,1.0344,91.65
40184.14583,0.91066,1.43594,1.5985,0.73305,1.04015,1.03445,91.73
40184.15625,0.91149,1.43684,1.6,0.73435,1.0395,1.0335,91.74
40184.16667,0.91211,1.43676,1.5998,0.7345,1.038,1.03385,91.67
40184.17708,0.91201,1.43696,1.5999,0.73475,1.0386,1.03325,91.66
40184.1875,0.91151,1.43641,1.59935,0.73425,1.03955,1.03385,91.705
40184.19792,0.91171,1.43663,1.59945,0.73385,1.03885,1.0335,91.675
40184.20833,0.91186,1.43684,1.5996,0.73385,1.03875,1.03365,91.72
40184.21875,0.91191,1.43707,1.59995,0.73455,1.0391,1.03325,91.67
40184.22917,0.91211,1.43653,1.60005,0.7346,1.03835,1.03335,91.705
40184.23958,0.91219,1.43639,1.599,0.7343,1.0388,1.03325,91.69
40184.25,0.91064,1.4359,1.5993,0.7338,1.0394,1.03375,91.745
40184.26042,0.91119,1.43622,1.5992,0.73345,1.03885,1.03345,91.755
40184.27083,0.91136,1.43589,1.59845,0.7336,1.0388,1.03375,91.75
40184.28125,0.91166,1.43592,1.59865,0.7336,1.0382,1.03354,91.73
40184.29167,0.91161,1.43608,1.59785,0.73345,1.03915,1.03365,91.635
40184.30208,0.91111,1.43515,1.59785,0.7326,1.04015,1.03435,91.62
40184.3125,0.91086,1.43611,1.59835,0.7326,1.0401,1.03375,91.59
40184.32292,0.9115,1.43634,1.59885,0.73345,1.03945,1.0334,91.55
40184.33333,0.91106,1.43538,1.5966,0.73295,1.04005,1.0345,91.62
40184.34375,0.91091,1.43486,1.5971,0.7326,1.04055,1.03465,91.65
40184.35417,0.91131,1.43371,1.59525,0.7316,1.04065,1.035,91.595
40184.36458,0.91211,1.4346,1.59645,0.73225,1.0395,1.03455,91.62
40184.375,0.91246,1.43485,1.5965,0.73315,1.03875,1.0342,91.67
40184.38542,0.91313,1.43561,1.60025,0.73285,1.03815,1.03435,91.935
40184.39583,0.91326,1.43546,1.59895,0.73275,1.03805,1.0338,91.875
40184.40625,0.91351,1.43676,1.59915,0.73305,1.0371,1.03275,91.775
40184.41667,0.91331,1.43643,1.59945,0.73365,1.03715,1.03285,91.805
40184.42708,0.91306,1.4348,1.59825,0.7332,1.0382,1.0335,91.87
40184.4375,0.91366,1.43581,1.59845,0.73375,1.0373,1.03305,91.825
40184.44792,0.91331,1.43574,1.59845,0.7336,1.03735,1.0332,91.79
40184.45833,0.91341,1.43547,1.5976,0.73415,1.03745,1.03395,91.965
40184.46875,0.91338,1.43528,1.598,0.73395,1.0377,1.03455,91.94
40184.47917,0.91371,1.43542,1.59785,0.73425,1.0377,1.0346,91.93
40184.48958,0.91361,1.43532,1.59805,0.7338,1.0376,1.0345,91.89
40184.5,0.91371,1.43544,1.5978,0.73365,1.0373,1.03395,91.93
40184.51042,0.91406,1.43584,1.59785,0.7344,1.0372,1.03405,91.99
40184.52083,0.91381,1.43556,1.59825,0.7338,1.0374,1.03435,92
40184.53125,0.91366,1.43547,1.59795,0.7338,1.03755,1.03465,92.055
40184.54167,0.91346,1.43532,1.598,0.7335,1.03765,1.03465,92.09
40184.55208,0.91351,1.43496,1.59645,0.7334,1.038,1.03495,92.1
40184.5625,0.91394,1.43563,1.5965,0.7336,1.0374,1.034,92.04
40184.57292,0.91416,1.43535,1.59635,0.73375,1.03765,1.03425,92.05
40184.58333,0.91446,1.43535,1.59805,0.73415,1.03765,1.03395,92.045
40184.59375,0.91441,1.43531,1.59825,0.73425,1.03755,1.03425,91.98
40184.60417,0.91406,1.43485,1.5961,0.73375,1.0378,1.03415,92.11
40184.61458,0.91188,1.43112,1.59735,0.7315,1.0397,1.0364,92.1
40184.625,0.91026,1.42905,1.59735,0.7304,1.04045,1.03745,92.175
40184.63542,0.91165,1.43139,1.59985,0.7319,1.03895,1.0366,92.11
40184.64583,0.91218,1.43224,1.59935,0.7321,1.03925,1.03645,92.125
40184.65625,0.91271,1.43281,1.6016,0.73235,1.0387,1.03595,92.115
40184.66667,0.91331,1.43455,1.6043,0.7326,1.03855,1.03485,92.03
40184.67708,0.91231,1.43265,1.60415,0.73165,1.0396,1.0361,92.16
40184.6875,0.91364,1.43393,1.6054,0.73265,1.0385,1.03505,92.1
40184.69792,0.9141,1.43486,1.60405,0.73325,1.03845,1.03435,92.07
40184.70833,0.91424,1.43574,1.6042,0.7332,1.038,1.0329,92.17
40184.71875,0.91391,1.43558,1.60365,0.7327,1.03865,1.0338,92.275
40184.72917,0.91404,1.43635,1.6022,0.733,1.03815,1.03345,92.31
40184.73958,0.91436,1.43769,1.60215,0.73355,1.0377,1.0328,92.335
40184.75,0.91291,1.43614,1.6018,0.7323,1.03925,1.03375,92.385
40184.76042,0.91346,1.43543,1.60065,0.73255,1.03825,1.0342,92.43
40184.77083,0.91373,1.43603,1.59875,0.73275,1.0377,1.03305,92.46
40184.78125,0.91456,1.43751,1.601,0.7333,1.03735,1.0319,92.335
40184.79167,0.91366,1.43646,1.5999,0.7324,1.0373,1.0321,92.39
40184.80208,0.91336,1.43604,1.60035,0.732,1.03775,1.0321,92.405
40184.8125,0.91411,1.43615,1.5991,0.73225,1.03685,1.03255,92.41
40184.82292,0.91381,1.43472,1.5982,0.73175,1.0376,1.0334,92.455
40184.83333,0.91401,1.43406,1.59785,0.73195,1.0379,1.0339,92.45
40184.84375,0.91431,1.43466,1.59745,0.7325,1.03745,1.0336,92.42
40184.85417,0.91471,1.43543,1.5974,0.73345,1.03725,1.03285,92.395
40184.86458,0.91501,1.43549,1.5966,0.73345,1.0377,1.0325,92.32
40184.875,0.91505,1.4344,1.59655,0.7329,1.0393,1.0333,92.46
40184.88542,0.91516,1.43582,1.5979,0.73325,1.0379,1.0322,92.245
40184.89583,0.91641,1.43673,1.5967,0.73375,1.0361,1.03135,92.1
40184.90625,0.91566,1.43577,1.59685,0.73305,1.0363,1.03185,92.18
40184.91667,0.91516,1.43504,1.59675,0.73215,1.03655,1.03305,92.19
40184.92708,0.91616,1.43518,1.59785,0.73355,1.0353,1.03265,92.235
40184.9375,0.91556,1.43449,1.5948,0.7328,1.03615,1.03305,92.325
40184.94792,0.91534,1.43535,1.5948,0.73275,1.03475,1.0327,92.455
40184.95833,0.91631,1.43816,1.5981,0.73405,1.0348,1.02995,92.455
40184.96875,0.91686,1.43856,1.5987,0.7339,1.03465,1.0292,92.615
40184.97917,0.91657,1.43716,1.59745,0.7327,1.0358,1.03065,92.62
40184.98958,0.91666,1.43865,1.5998,0.73365,1.0343,1.02955,92.65
40185,0.91891,1.43928,1.60305,0.73555,1.03335,1.02925,92.545
40185.01042,0.91908,1.44079,1.60215,0.7361,1.0333,1.028,92.555
40185.02083,0.91891,1.44076,1.60185,0.73595,1.0336,1.02795,92.59
40185.03125,0.91873,1.44064,1.6014,0.7352,1.0333,1.02825,92.53
40185.04167,0.91822,1.4393,1.59955,0.73495,1.03335,1.02895,92.5
40185.05208,0.91804,1.43887,1.5991,0.7349,1.0338,1.0292,92.545
40185.0625,0.91859,1.43912,1.5993,0.73545,1.03335,1.02895,92.575
40185.07292,0.91851,1.4403,1.5995,0.7357,1.0336,1.02835,92.49
40185.08333,0.91731,1.43854,1.59775,0.73445,1.03435,1.0297,92.585
40185.09375,0.91761,1.43858,1.59745,0.7345,1.0343,1.0299,92.585
40185.10417,0.91766,1.43862,1.598,0.7345,1.0347,1.02935,92.545
40185.11458,0.91786,1.43969,1.59905,0.735,1.0343,1.0284,92.545
40185.125,0.92084,1.44313,1.60175,0.73755,1.0319,1.0255,92.295
40185.13542,0.92059,1.4421,1.60085,0.73745,1.0319,1.0264,92.385
40185.14583,0.92156,1.44279,1.6018,0.73805,1.03155,1.02605,92.315
40185.15625,0.92071,1.44068,1.5998,0.73825,1.03285,1.028,92.43
40185.16667,0.92026,1.44076,1.6005,0.73788,1.0329,1.028,92.47
40185.17708,0.92008,1.44076,1.60085,0.73775,1.03295,1.0278,92.44
40185.1875,0.91986,1.4408,1.60125,0.73795,1.0325,1.0279,92.44
40185.19792,0.91991,1.44113,1.60215,0.73797,1.03245,1.02735,92.38
40185.20833,0.92041,1.44146,1.60235,0.73788,1.0317,1.02735,92.34
40185.21875,0.92001,1.44127,1.60215,0.73795,1.03155,1.02725,92.33
40185.22917,0.91932,1.44071,1.60125,0.7375,1.0318,1.02775,92.305
40185.23958,0.91999,1.44062,1.6017,0.73755,1.0322,1.0275,92.31
40185.25,0.91954,1.44108,1.6023,0.73736,1.0324,1.0274,92.32
40185.26042,0.91894,1.44023,1.60115,0.7373,1.0323,1.02775,92.34
40185.27083,0.91846,1.43929,1.6006,0.73675,1.0325,1.02815,92.325
40185.28125,0.91931,1.43993,1.60065,0.737,1.03235,1.028,92.345
40185.29167,0.91916,1.43973,1.60115,0.73735,1.03205,1.0275,92.365
40185.30208,0.91921,1.43929,1.60065,0.7372,1.0322,1.0282,92.335
40185.3125,0.92016,1.44035,1.6018,0.73765,1.0316,1.02775,92.31
40185.32292,0.91992,1.44005,1.60205,0.7378,1.03185,1.02765,92.355
40185.33333,0.92159,1.44255,1.6042,0.73855,1.03085,1.02495,92.235
40185.34375,0.92155,1.44251,1.60475,0.7396,1.03115,1.0263,92.285
40185.35417,0.9249,1.44274,1.60375,0.7413,1.0314,1.0254,92.305
40185.36458,0.92471,1.44223,1.6033,0.7408,1.0311,1.02545,92.375
40185.375,0.92339,1.44113,1.60145,0.7392,1.0319,1.02655,92.42
40185.38542,0.92376,1.44152,1.6022,0.73945,1.032,1.02625,92.41
40185.39583,0.92366,1.44207,1.60205,0.7395,1.03175,1.02585,92.335
40185.40625,0.92381,1.44229,1.6025,0.73925,1.03165,1.02615,92.265
40185.41667,0.92311,1.4411,1.6014,0.7385,1.0322,1.0271,92.27
40185.42708,0.92231,1.43982,1.60025,0.738,1.0332,1.0282,92.235
40185.4375,0.92271,1.44026,1.6006,0.7384,1.03325,1.02815,92.26
40185.44792,0.92301,1.44029,1.6001,0.7392,1.0333,1.0283,92.29
40185.45833,0.92231,1.44031,1.60065,0.73854,1.03335,1.0277,92.295
40185.46875,0.92246,1.44026,1.6008,0.73855,1.0336,1.0277,92.275
40185.47917,0.92201,1.4397,1.6006,0.7381,1.03355,1.0282,92.22
40185.48958,0.92232,1.44032,1.6012,0.73815,1.03355,1.0274,92.165
40185.5,0.92306,1.44112,1.6014,0.73865,1.03315,1.027,92.19
40185.51042,0.92291,1.44124,1.6015,0.73845,1.0329,1.0274,92.25
40185.52083,0.92276,1.4401,1.60045,0.73855,1.0324,1.0285,92.3
40185.53125,0.92236,1.43987,1.6003,0.7385,1.03255,1.0286,92.28
40185.54167,0.92246,1.43986,1.6004,0.7384,1.0326,1.0284,92.24
40185.55208,0.92226,1.43947,1.59935,0.73815,1.0331,1.02825,92.225
40185.5625,0.92106,1.43908,1.59885,0.73735,1.03265,1.02825,92.16
40185.57292,0.92081,1.43893,1.5974,0.73705,1.0334,1.0284,92.2
40185.58333,0.91971,1.43745,1.59665,0.73665,1.03435,1.02945,92.205
40185.59375,0.91964,1.43718,1.597,0.7365,1.03455,1.02935,92.185
40185.60417,0.92064,1.43852,1.5992,0.7373,1.03425,1.0285,92.175
40185.61458,0.92019,1.43668,1.5968,0.7367,1.03465,1.0304,92.725
40185.625,0.91956,1.43693,1.59725,0.73645,1.03415,1.0306,92.67
40185.63542,0.92046,1.43824,1.5983,0.7372,1.0336,1.0295,92.61
40185.64583,0.92034,1.43825,1.59725,0.7368,1.03305,1.02955,92.66
40185.65625,0.92093,1.43847,1.5952,0.73715,1.03085,1.0296,92.785
40185.66667,0.92151,1.43886,1.59585,0.73745,1.02955,1.02825,92.685
40185.67708,0.92111,1.43725,1.59475,0.73735,1.02955,1.031,92.745
40185.6875,0.91957,1.43661,1.5938,0.73555,1.0307,1.032,92.735
40185.69792,0.91941,1.43615,1.5924,0.7356,1.03045,1.03215,92.69
40185.70833,0.91982,1.43674,1.59365,0.7359,1.03105,1.03175,92.76
40185.71875,0.92002,1.43734,1.5942,0.73605,1.0311,1.0314,92.815
40185.72917,0.91876,1.43659,1.594,0.73515,1.03155,1.0314,92.83
40185.73958,0.91861,1.43527,1.5935,0.7351,1.03285,1.0321,92.87
40185.75,0.91776,1.43461,1.59255,0.73335,1.03295,1.0327,92.94
40185.76042,0.91841,1.43472,1.59285,0.73335,1.0321,1.0322,92.855
40185.77083,0.91796,1.43516,1.59265,0.73275,1.032,1.0324,92.91
40185.78125,0.91781,1.43475,1.59215,0.73295,1.032,1.0326,92.915
40185.79167,0.91726,1.43352,1.59125,0.7326,1.03235,1.0345,92.99
40185.80208,0.91771,1.43468,1.5919,0.7326,1.03215,1.0335,92.925
40185.8125,0.91704,1.43362,1.5907,0.7322,1.03215,1.03425,92.955
40185.82292,0.91721,1.4334,1.5909,0.73255,1.03235,1.03485,92.995
40185.83333,0.91671,1.43258,1.5907,0.73235,1.0333,1.03545,93.105
40185.84375,0.91792,1.43356,1.5916,0.73285,1.0319,1.0349,93.125
40185.85417,0.91846,1.4335,1.59245,0.73325,1.0319,1.0348,93.095
40185.86458,0.91691,1.43166,1.59045,0.7318,1.03255,1.03565,93.24
40185.875,0.91626,1.43044,1.58995,0.7321,1.03375,1.03675,93.325
40185.88542,0.91644,1.43123,1.59135,0.73215,1.033,1.03575,93.215
40185.89583,0.91837,1.43205,1.5915,0.7332,1.03255,1.03555,93.2
